Character;Sentence
Harry;Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.
George;We owe them so much.
Harry;Hang on. This is Hogwarts. And that…
Harry;No. Is that really...?
Fred;Dumbledore.
George;In his study.
Fred;Pacing.
George;Does that a lot.
Harry;So you mean this map shows...
Fred;Everyone.
Harry;Everyone?
George;Where they are.
Fred;What they're doing.
George;Every minute.
Fred;Every day.
Harry;Brilliant! Where did you get it?
Fred;From Filch's office.
Fred;First year.
George;There are seven secret passageways out of the castle.
George;We'd recommend this one.
Fred;The One-Eyed Witch passageway.
George;Leads straight you to Honeyduke's.
Fred;Hurry. Filch is heading this way.
George;Oh Harry and don't forget. When you're done, just give it a tap and say:
Fred & George;Mischief managed.
Fred & George;Otherwise, anyone can read it.
WITCH;Now, how much do you want?
Boy;Delicious.
Hermione;It's meant to be the most haunted building in Britain. Did I mention that?
Ron;Twice.
Hermione;Do you want to move a bit closer?
Hermione;To the Shrieking Shack?
Ron;Actually, I'm fine here.
Draco;Well, well. Look who's here.
Draco;You two shopping for your new dream home?
Draco;Bit grand for you, isn't it, Weasle-Bee?
Draco;Don't your family sleep in one room?
Ron;Shut your mouth, Malfoy.
Draco;Not very friendly.
Draco;Boys, I think it's time we teach Weasle-Bee how to respect his superiors.
Hermione;Hope you don't mean yourself.
Draco;How dare you talk to me!
Draco;You filthy little mudblood!
Draco;Who is that?
Draco;Don't stand there! Do something!
CRABBE;What?
Ron;What's up, Malfoy? Lost your skis?
Draco;Get out of the way!
Draco;Move!
CRABBE;Malfoy! Wait! Wait!
Hermione;Harry!
Ron;Bloody hell, Harry.
Ron;That was not funny.
Ron;Those weasels! Never told me about any Marauder's Map.
Hermione;He won't keep it. He'll turn it over to Professor McGonagall. Aren't you?
Ron;Sure. Along with his Invisibility Cloak.
Hermione;Look who it is. Madam Rosmerta.
Hermione;Ron fancies her.
Ron;That's not true!
Fudge;Professor McGonagall!
Mcgonagall;Cornelius!
Hagrid;Allow me, minister.
Fudge;Oh, Hagrid...
Hagrid;Sorry about that.
Fudge;Rosmerta, my dear.
Fudge;I hope business is good.
Madam Rosmerta;It'd be a lot better if the Ministry wasn't sending dementors into my pub every other night!
Fudge;We have...We have a killer on the loose.
Madam Rosmerta;Sirius Black in Hogsmeade!
Madam Rosmerta;And what would bring him here?
Fudge;Harry Potter.
Madam Rosmerta;Harry Potter?
Fudge;Shh! Come.
Hermione;Harry!
Shrunken head 1;No underage wizards allowed in today!
Shrunken head 2;Shut the damn door!
Hermione;So rude.
Ron;Thick heads.
Shrunken head 1;Thick heads?!
Shrunken head 2;How dare they!
Shrunken head 2;Who are they calling thick heads?
Shrunken head 1;Young whippersnappers!
Madam Rosmerta;Nobody will come to a pub where they'll get scared out of their wits.
Mcgonagall;Professor Dumbledore doesn't want dementors around the place.
Madam Rosmerta;Tell me what this is all about.
Mcgonagall;Years ago, when Harry Potter's parents realized they were marked for death...
Mcgonagall;Remember? They hid.
Mcgonagall;Few knew where they were.
Mcgonagall;One who did was Sirius Black.
Mcgonagall;And he told You-Know-Who.
Fudge;Not only did Black lead him to the Potters that night he also killed one of their friends Peter Pettigrew!
Madam Rosmerta;Peter Pettigrew?
Mcgonagall;Little lump of a boy.
Mcgonagall;Always trailing after Black.
Madam Rosmerta;I remember.
Madam Rosmerta;Never let James and Sirius out of his sight.
Madam Rosmerta;What happened?
Mcgonagall;Peter tried to warn the Potters and might have, had he not run into an old friend, Sirius Black.
Fudge;Black was vicious.
Fudge;He didn't kill Pettigrew. He destroyed him!
Fudge;A finger. That's all that was left.
Fudge;A finger. Nothing else.
Mcgonagall;Yes, Sirius Black may not have put his hands to the Potters but he's the reason they're dead.
Fudge;And now he wants to finish what he started.
Madam Rosmerta;I don't believe it.
Fudge;That's not the worst of it.
Madam Rosmerta;What could be worse?
Mcgonagall;This: Sirius Black was and remains to this day Harry Potter's godfather!
Hermione;Ron, look!
Hermione;Sorry. Sorry. Excuse me, excuse me.
Ron;Merry Christmas.
Hermione;Harry, what happened?
Harry;He was their friend and he betrayed them.
Harry;He was their friend!
Harry;I hope he finds me.
Harry;Because when he does, I'm gonna be ready!
Harry;When he does, I'm gonna kill him!
Lupin;Harry. There you are. You came.
Lupin;Are you sure about this, Harry?
Lupin;This is very advanced magic well beyond the Ordinary Wizarding Level.
Harry;I'm sure.
Lupin;Well, everything's prepared.
Lupin;The spell I'm going to try yo teach you is called the Patronus Charm.
Lupin;Did you ever hear of it?
Lupin;No? Well...A Patronus is a positive force.
Lupin;For the wizard who conjures one it works like a shield, with the dementor feeding on it rather than him.
Lupin;But in order for it to work, you need to think of a memory.
Lupin;Not just any memory, a very happy memory, a very powerful memory.
Lupin;Can you do this?
Harry;Yes.
Lupin;Very well. Close your eyes.
Lupin;Concentrate.
Lupin;Explore your past.
Lupin;Do you have a memory?
Lupin;Allow it to fill you up.
Lupin;Lose yourself within it.
Lupin;Then speak the incantation, Expecto Patronum.
Harry;Expecto Patronum.
Lupin;Very good.
Harry;Shall we? Wand at the ready.
Harry;Expecto Patronum!
Harry;Expecto... Expecto...Expect...
Lupin;Here we go. Come on.
Lupin;Sit up. Deep breaths.
Lupin;It's all right. I didn't expect you to do it the first time.
Lupin;That would have been remarkable.
Lupin;Here, eat this. You'll feel better.
Harry;That's one nasty dementor.
Lupin;Oh, no, no, no.
Lupin;That was a boggart, Harry. A boggart.
Lupin;The real thing would be worse.
Lupin;Much, much worse.
Lupin;As a matter of interest, what were you thinking?
Lupin;Which memory did you choose?
Harry;The first time I rode a broom.
Lupin;That's not good enough.
Lupin;Not nearly good enough.
Harry;There's another.
Harry;It's not happy, exactly.
Harry;Well, it is.
Harry;It's the happiest I've ever felt but it's complicated.
Lupin;Is it strong?
Lupin;Then let's give it a try. You feel ready?
Harry;Just do it.
Harry;Expecto Patronum!
Harry;Expecto Patronum!
Lupin;Yes! Well done, Harry. Well done!
Harry;I think I've had enough for today.
Lupin;Yes. Sit down. Here.
Lupin;Eat this, it helps. It really helps.
Lupin;And just so you know, Harry I think you'd have given your father a run for his money.
Lupin;And that is saying something.
Harry;I was thinking of him. And Mum.
Harry;Seeing their faces.
Harry;They were talking to me.
Harry;Just talking.
Harry;That's the memory I chose.
Harry;I don't even know if it's real.
Harry;But it's the best I have.
Hermione;Beautiful day.
Ron;Gorgeous.
Ron;Unless you've been ripped to pieces!
Harry;Ripped to pieces?
Harry;What are you talking about?
Hermione;Ronald has lost his rat.
Ron;I haven't lost anything!
Ron;Your cat killed him!
Hermione;Rubbish.
Ron;Harry, you've seen the way that bloodthirsty beast of hers is always lurking about.
Ron;And Scabbers is gone.
Hermione;Well, maybe you should learn to take better care of your pets!
Ron;Your cat killed him!
Hermione;Did not.
Ron;Did.
Hermione;Didn't.
Hermione;How did it go, Hagrid? The hearing?
Hagrid;Well, first off, the committee members took turns talking about why we were there.
Hagrid;I got up and did my piece.
Hagrid;Said how Buckbeak was a good hippogriff, always cleaned his feathers.
Hagrid;And then Lucius Malfoy got up.
Hagrid;Well, you can imagine.
Hagrid;He said Buckbeak was a deadly and dangerous creature who would kill you as soon as look at you.
Hermione;And then?
Hagrid;And then he asked for the worst, did old Lucius.
Ron;They're not sacking you!
Hagrid;No, I'm not sacked.
Hagrid;Buckbeak's been sentenced to death!
Ron;Spiders! There's... There's spiders.
Ron;Spiders. They want me to tap-dance.
Ron;I don't wanna tap-dance!
Harry;Tell those spiders.
Ron;Right, yeah. Tell them. I'll tell them...
Madam Rosmerta;Peter Pettigrew?
Mcgonagall;Little lump of a boy.
Mcgonagall;Always trailing after Sirius Black.
Fudge;Black was vicious.
Fudge;He didn 't kill Pettigrew, he destroyed him!
Voice;Put that light out!
Harry;Sorry.
Voice;Watch it there, boy.
Voice;We're trying to sleep here!
Harry;Mischief managed. Nox.
Snape;Potter.
Snape;What are you doing wandering the corridors at night?
Harry;I was sleepwalking.
Snape;How extraordinarily like your father you are, Potter.
Snape;He, too, was exceedingly arrogant, strutting about the castle.
Harry;My dad didn't strut. And nor do I.
Harry;If you don't mind, I would appreciate it if you could lower your wand.
Snape;Turn out your pockets.
Snape;Turn out your pockets!
Snape;What's this?
Harry;Spare bit of parchment.
Snape;Really? Open it.
Snape;Reveal your secrets.
Snape;Read it.
Harry;Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...
Snape;Go on.
Harry;And request he keep his large nose out of other people's business.
Snape;You insolent little...
Lupin;Professor!
Snape;Well, well. Lupin.
Snape;Out for a little walk in the moonlight, are we?
Lupin;Harry, are you all right?
Snape;That remains to be seen.
Snape;I have now just confiscated a rather curious artifact.
Snape;Take a look, Lupin.
Snape;Supposed to be your area of expertise.
Snape;Clearly, it's full of dark magic.
Lupin;I seriously doubt it, Severus.
Lupin;It looks as though it's a parchment designed to insult anyone who tries to read it.
Lupin;I suspect it's a Zonko product.
Lupin;Nevertheless, I shall investigate any hidden qualities it may possess.
Lupin;It is, after all, as you say, my area of expertise.
Lupin;Harry, would you come with me, please? Professor, good night.
Voice;Are you deaf? Put that light out!
Lupin;Come in.
Lupin;I haven't the faintest idea how this map came to be in your possession but quite frankly, I am astounded that you didn't hand it in.
Lupin;Did it never occur to you that this, in the hands of Sirius Black is a map to you?
Lupin;No.
Harry;No, sir.
Lupin;Your father never set much store by the rules either.
Lupin;But he and your mother gave their lives to save yours.
Lupin;Gambling their sacrifice by wandering the castle unprotected with a killer on the loose seems to me a poor way to repay them!
Lupin;Now, I will not cover up for you again.
Lupin;Do you hear me?
Harry;Yes, sir.
Lupin;I want you to return to your dormitory and stay there.
Lupin;And don't take any detours.
Lupin;If you do, I shall know.
Harry;Professor, just so you know, I don't think that map always works.
Harry;Earlier, it showed someone in the castle.
Harry;Someone I know to be dead.
Lupin;Oh, really? And who might that be?
Harry;Peter Pettigrew.
Lupin;That's not possible.
Harry;It's just what I saw.
Harry;Good night, professor.
Trelawney;Broaden your minds.
Trelawney;You must look beyond.
Trelawney;The art of crystal gazing is in the clearing of the Inner Eye.
Trelawney;Only then can you see. Try again.
Trelawney;Now, what do we have here?
Hermione;Do you mind me trying?
Hermione;The Grim, possibly.
Trelawney;My dear, from the first moment you stepped foot in my class I sensed that you did not possess the proper spirit for the noble art of Divination.
Trelawney;No, you see, there.
Trelawney;You may be young in years, but your heart is as shriveled as an old maid's, your soul as dry as the pages of the books to which you so desperately cleave.
Trelawney;Have I said something?
Ron;She's gone mental, Hermione has.
Ron;I mean, not that she wasn't always mental but now it's in the open for everyone to see.
Harry;Hang on.
Harry;We better take this back.
Ron;I'm not going back.
Harry;Fine. See you later.
Ron;See you.
Voice;Harry Potter
Harry;Professor Trelawney...
Trelawney;He will return tonight.
Harry;Sorry?
Trelawney;Tonight, he who betrayed his friends, whose heart rots with murder shall break free.
Trelawney;Innocent blood shall be spilt and servant and master shall be reunited once more.
Trelawney;I'm so sorry, dear boy.
Trelawney;Did you say something?
Harry;No. Nothing.
Hermione;I can't believe they're going to kill Buckbeak. It's just too horrible.
Ron;It just got worse.
Draco;What did I say? Father said I can keep the hippogriff's head.
Draco;I'll donate it to the Gryffindors' room.
Draco;This is going to be rich.
Goyle;Look who's here.
Draco;Come to see the show?
Hermione;You! You foul, loathsome, evil little cockroach!
Ron;Hermione, no!
Ron;He's not worth it.
Goyle;Malfoy, are you okay?
Goyle;Let's go. Quick.
Draco;Not a word to anyone, understood?
Hermione;That felt good.
Ron;Not good, brilliant.
Hagrid;Look at him. Loves the smell of the trees when the wind blows through them.
Harry;Why don't we just set him free?
Hagrid;They'd know it was me, and then Dumbledore would get into trouble.
Hagrid;He's coming down, Dumbledore.
Hagrid;Says he wants to be with me when they...When it happens.
Hagrid;Great man, Dumbledore.
Hagrid;A great man.
Hermione;We'll stay with you too.
Hagrid;You'll do no such thing!
Hagrid;Think I want you seeing something like that? No.
Hagrid;You just drink your tea and be off.
Hagrid;Oh. Before you do, Ron...
Ron;Scabbers! You're alive!
Hagrid;Keep a closer eye on your pet.
Hermione;I think you owe someone an apology.
Ron;Right. Next time I see Crookshanks, I'll let him know.
Hermione;I meant me!
Hagrid;Blimey. What was that?
Harry;Hagrid!
Hagrid;Oh, crikey.
Dumbledore;No, minister. Over this way.
Hagrid;It's late. It's nearly dark.
Hagrid;You shouldn't be here.
Hagrid;Someone sees you outside this time of night, you'll be in trouble.
Hagrid;Particularly you, Harry.
Hagrid;With you in a moment!
Hagrid;Quick. Quick!
Harry;Hagrid.
Harry;It'll be fine. It'll be okay.
Hagrid;Go on, go on!
Dumbledore;That's ling you see over there...
Fudge;On the slope.
Dumbledore;On the slope... Ah, Hagrid.
Hagrid;Professor Dumbledore.
Dumbledore;Good evening.
Hagrid;Minister. Make your way through.
Hagrid;Have a tea, if you like.
Fudge;No, Hagrid.
Hagrid;Gentlemen.
Dumbledore;I'd like a cup of tea.
Fudge;Well, I think we should get down to our business, shall we?
Fudge;"Very well. It is the decision of the Committee for the Disposal of Dangerous Creatures that the hippogriff Buckbeak here in after called ""the condemned,"" shall be executed this day at sundown."
Hagrid;Dear, dear...
Dumbledore;Now, now, Hagrid. Now, come on.
Dumbledore;All right. It'll be all right.
Fudge;The execution shall dispatch...
Harry;What?
Hermione;I thought I just saw...Never mind.
Ron;Let's go!
Hagrid;Buckbeak didn't mean no harm.
Harry;Oh, no.
Ron;He bit me. Scabbers.
Hermione;Ron. Ron!
Harry;Ron!
Ron;Scabbers, come back.
Harry;Wait!
Ron;Scabbers, you bit me!
Hermione;Harry, you do realize what tree this is?
Harry;That's not good. Ron, run!
Ron;Harry, Hermione, run!
Ron;It's the Grim!
Ron;Ah! Harry!
Harry;Ron! Ron, wait!
Ron;Harry!Help!
Hermione;Ron!!
Harry;Ron!
Harry;Ron. Ron.
Hermione;Ron!
Harry;Come on!
Harry;Move!
Hermione;Duck!
Hermione;Harry!
Hermione;Oh, I'm sorry.
Harry;Don't worry.
Hermione;Where do you suppose this goes?
Harry;I have a hunch.
Harry;I just hope I'm wrong.
Hermione;We're in the Shrieking Shack, aren't we?
Harry;Come on.
Harry;Ron.
Hermione;Ron. You're okay.
Harry;The dog. Where is it?
Ron;It's a trap. He's the dog.
Ron;He's an Animagus.
Hermione;If you want to kill Harry, you have to kill us too!
Sirius;No. Only one will die tonight.
Harry;Then it'll be you!
Sirius;Are you going to kill me, Harry?
Lupin;Expelliarmus!
Lupin;Well, well, Sirius.
Lupin;Looking rather ragged, aren't we?
Lupin;Finally, the flesh reflects the madness within.
Sirius;Well, you'd know all about the madness within, wouldn't you Remus?
Sirius;I found him.
Lupin;I know.
Sirius;It's him.
Lupin;I understand.
Sirius;Let's kill him!
Hermione;No! I trusted you!
Hermione;And all this time, you've been his friend.
Hermione;He's a werewolf!
Hermione;That's why he's been missing classes.
Lupin;How long have you known?
Hermione;Since Professor Snape set the essay.
Lupin;Well, Hermione.
Lupin;You are the brightest witch of your age I've ever met.
Sirius;Enough talk, Remus!
Sirius;Come on, let's kill him!
Lupin;Wait!
Sirius;I did my waiting!
Sirius;Twelve years of it! In Azkaban!
Lupin;Very well. Kill him.
Lupin;But wait one more minute.
Lupin;Harry has the right to know why.
Harry;I know why.
Harry;You betrayed my parents.
Harry;You're the reason they're dead!
Lupin;No, it wasn't him.
Lupin;Somebody did betray your parents somebody who, until quite recently, I believed to be dead!
Harry;Who was it, then?
Sirius;Peter Pettigrew!
Sirius;And he's in this room! Right now!
Sirius;Come out, come out, Peter!
Sirius;Come out, come out and play!
Snape;Expelliarmus!
Snape;Vengeance is sweet.
Snape;How I hoped I'd be the one to catch you.
Lupin;Severus...
Snape;I told Dumbledore you were helping a friend into the castle. Here's the proof.
Sirius;Brilliant, Snape.
Sirius;Once again you've put your keen mind to the task and come to the wrong conclusion.
Sirius;If you'll excuse us, Remus and I have business to attend to.
Snape;Give me a reason. I beg you!
Lupin;Severus don't be a fool.
Sirius;He can't help it. It's habit.
Lupin;Sirius be quiet.
Sirius;Be quiet yourself!
Snape;You two, quarrelling like an old married couple.
Sirius;Why don't you run along and play with your chemistry set!
Snape;I could do it, you know.
Snape;But why deny the dementors?
Snape;They're so longing to see you.
Snape;Do I detect a flicker of fear?
Snape;Oh, yes. A Dementor's Kiss. One can only imagine what that must be like.
Snape;It's said to be nearly unbearable to witness, but I'll do my best.
Lupin;Severus, please.
Snape;After you.
Harry;Expelliarmus!
Ron;Harry! What did you just do?
Hermione;You attacked a teacher!
Harry;Tell me about Peter.
Lupin;He was at school with us.
Lupin;We thought he was our friend!
Harry;No. Pettigrew's dead. You killed him!
Lupin;No, he didn't.
Lupin;I thought so too, until you mentioned Pettigrew on the map!
Harry;The map was lying, then.
Sirius;The map never lies!
Sirius;Pettigrew's alive!
Sirius;And he's right there!
Ron;Me?! He's mental!
Sirius;Not you! Your rat!
Ron;Scabbers has been in my family for...
Sirius;Twelve years?
Sirius;Curiously long life for a common garden rat!
Sirius;He's missing a toe, isn't he?
Ron;So what?
Harry;All they could find of Pettigrew was his...
Sirius;Finger!
Sirius;Dirty coward cut it off so everyone would think he was dead!
Sirius;And then he transformed into a rat!
Harry;Show me.
Harry;Give it to him, Ron.
Ron;What are you trying to do to him?
Ron;Scabbers!
Ron;Leave him alone! Get off him!
Ron;What are you doing?
Pettigrew;Remus? Sirius. My old friends!
Pettigrew;Harry! Look at you.
Pettigrew;You look so much like your father.
Pettigrew;James. We were the best of friends...
Sirius;How dare you speak to Harry!
Sirius;How dare you talk about James in front of him!
Lupin;You sold James and Lily to Voldemort!
Pettigrew;I didn't mean to!
Pettigrew;The Dark Lord. You have no idea the weapons he possesses!
Pettigrew;Ask yourself, Sirius!
Pettigrew;What would you have done?
Pettigrew;What would you have done?
Sirius;I'm gonna died, I'm gonna die rather than betray my friends!
Pettigrew;James wouldn't have wanted me killed!
Pettigrew;Your dad would have spared me!
Pettigrew;He would have shown me mercy!
Sirius;Should have realized if Voldemort didn't kill you, we would. Together!
Harry;No!
Lupin;Harry, this man...
Harry;I know what he is.
Harry;But we'll take him to the castle.
Pettigrew;Bless you, boy. Bless you!
Harry;Get off!
Harry;I said we'd take you to the castle.
Harry;After that, the dementors can have you.
Sirius;Sorry about the bite.
Sirius;I reckon that twinges a bit.
Ron;A bit? A bit?
Ron;You almost tore my leg off!
Sirius;I was going for the rat.
Sirius;Normally, I have a very sweet disposition as a dog.
Sirius;More than once, James suggested that I make the change permanent.
Sirius;The tail I could live with.
Sirius;But the fleas, they're murder.
Harry;Okay.
Ron;You better go.
Harry;No. Don't worry, okay?
Harry;It's fine. I'll stay.
Hermione;You go, I'll stay.
Harry;You okay?
Ron;I'm fine. Go.
Hermione;That looks really painful.
Ron;So painful.
Ron;They might chop it.
Hermione;I'm sure Madam Pomfrey will fix it in a heartbeat.
Ron;It's too late. It's ruined.
Ron;It'll have to be chopped off.
Sirius;It's beautiful, isn't it?
Sirius;I'll never forget the first time I walked through those doors.
Sirius;It'll be nice to do it again as a free man.
Sirius;That was a noble thing you did back there.
Sirius;He doesn't deserve it.
Harry;I didn't think my dad would have wanted his best friends to become killers.
Harry;Besides, dead, the truth dies with him.
Harry;Alive, you're free.
Pettigrew;Turn me into a flobberworm.
Pettigrew;Anything but the dementors!
Pettigrew;Ron! Haven't I been a good pet?
Pettigrew;You won't let them give me to the dementors, will you?
Pettigrew;I was your rat!
Pettigrew;Sweet, clever girl! Surely you won't...
Lupin;Get away from her!
Sirius;I don't know if you know, Harry but when you were born, James and Lily made me your godfather.
Harry;I know.
Sirius;I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...
Harry;What? Come and live with you?
Sirius;It's just a thought.
Sirius;I can understand if you don't want to.
Hermione;Harry!
Sirius;Remus, my old friend.
Sirius;Have you taken your potion tonight?
Sirius;You know the man you truly are, Remus!
Sirius;This heart is where you truly live! Here!
Sirius;This flesh is only flesh!
Harry;Expelliarmus!
Hermione;Harry!
Sirius;Remus! Remus!
Sirius;Run! Run!
Harry;Come on.
Hermione;Wait. Wait.
Ron;Hermione! Bad idea. Bad idea.
Hermione;Professor? Professor Lupin?
Ron;Nice doggy. Nice doggy!
Snape;There you are, Potter!
Harry;Sirius!
Snape;Come back here, Potter!
Harry;Sirius!
Harry;No. Sirius!
Harry;Expecto Patronum!
Hermione;Harry?
Harry;I saw my dad.
Hermione;What?
Harry;He sent the dementors away.
Harry;I saw him across the lake.
Hermione;Listen Harry, they've captured Sirius.
Hermione;Any minute the dementors are gonna perform the Kiss.
Harry;They're gonna kill him?
Hermione;No. It's worse.
Hermione;Much worse.
Hermione;They're going to suck out his soul.
Hermione;Headmaster, you've got to stop them.
Hermione;They've got the wrong man.
Harry;It's true sir. Sirius is innocent.
Ron;It's Scabbers who did it.
Dumbledore;Scabbers?
Ron;He's my rat, sir.
Ron;He's not really a rat. He was a rat.
Ron;He was my brother Percy's rat.
Ron;But then they gave him an owl...
Hermione;The point is, we know the truth.
Hermione;Please believe us.
Dumbledore;I do, Miss Granger.
Dumbledore;But the word of three 13-year-old wizards will convince few others.
Dumbledore;A child's voice, however honest and true is meaningless to those who have forgotten how to listen.
Dumbledore;Mysterious thing, time.
Dumbledore;Powerful and when meddled with, dangerous.
Dumbledore;Sirius Black is in the topmost cell of the Dark Tower.
Dumbledore;You know the laws, Miss Granger
Dumbledore;You must not be seen.
Dumbledore;And you would do well, I feel, to return before this last chime.
Dumbledore;If not, the consequences are too ghastly to discuss.
Dumbledore;If you succeed tonight more than one innocent life may be spared.
Dumbledore;Three turns should do it, I think.
Dumbledore;Oh, and by the way.
Dumbledore;When in doubt, I find retracing my steps to be a wise place to begin.
Dumbledore;Good luck.
Ron;What the bloody hell was that all about?
Hermione;Sorry, Ron, but seeing as you can't walk...
Harry;What just happened?
Harry;Where's Ron?
Hermione;07:30. Where were we at 7:30?
Harry;I don't know. Going to Hagrid's?
Hermione;Come on. And we can't be seen.
Harry;Hermione!
Harry;Hermione! Hermione, wait.
Harry;Hermione, will you please tell me what it is we're doing?
Draco;Come to see the show?
Hermione;You! You foul, loathsome,evil little cockroach!
Harry;That's us.
Ron;Hermione, no! He's not worth it.
Harry;This is not normal.
Hermione;This is a Time-Turner, Harry.
Hermione;McGonagall gave it to me first term.
Hermione;This is how I've been getting to my lessons all year.
Harry;You mean we've gone back in time?
Hermione;Yes.
Hermione;Dumbledore obviously wanted us to return to this moment.
Hermione;Clearly, something happened he wants us to change.
Harry;Good punch.
Hermione;Thanks.
Hermione;Malfoy's coming.
Goyle;Run.
Draco;Not a word to anyone, understood?
Draco;I'm gonna get that jumped-up mudblood! Mark my words.
Hermione;That felt good.
Ron;Not good, brilliant.
Harry;Come on. We should be at Hagrid's.
Harry;Look. Buckbeak's still alive.
Hermione;Of course.
Hermione;Remember what Dumbledore said?
Hermione;If we succeed, more than one innocent life could be spared.
Hermione;Let's go.
Harry;Here they come. I'd better hurry.
Hermione;Fudge has to see Buckbeak before we steal him.
Hermione;Otherwise, he'll think Hagrid set him free.
Ron;Scabbers, you're alive!
Hagrid;Keep a closer eye on your pet.
Harry;That's Pettigrew.
Hermione;Harry, you can't.
Harry;Hermione that's the he betrayed my parents.
Harry;You don't expect me to sit here.
Hermione;Yes, and you must!
Hermione;Harry, you're in Hagrid's hut now.
Hermione;If you go bursting in, you'll think you've gone mad.
Hermione;Awful things happen to wizards who meddle with time Harry.
Hermione;We can't be seen.
Hermione;Fudge is coming.
Hermione;And we aren't leaving?
Hermione;Why aren't we leaving?
Harry;Are you mad?
Harry;That hurt.
Hermione;Sorry.
Hermione;We're coming out the back door. Go!
Hermione;Is that really what my hair looks like from the back?
Harry;What?
Hermione;I thought I just saw… Never mind.
Ron;Let's go.
Hermione;Okay, go, Harry. Go!
Harry;Get away. Get off.
Dumbledore;Minister, I really think I should sign as well.
Fudge;Yes, very well. Perhaps it would be...
Harry;Okay, Buckbeak. Come quickly. 
Harry;Come with us now. Come on.
Hermione;Keep trying. Come on. Quickly.
Harry;Buckbeak. Okay?
Harry;Quickly. Hurry up. Okay?
Fudge;Your name only.
Dumbledore;It's such a very long name...
Harry;Hurry up now, Buckbeak, okay?
Hermione;Come on. Come on, Buckbeak.
Hermione;Come and get the nice dead ferret.
Hermione;Come on. It's here. Come on, Beaky.
Dumbledore;Here we are, minister. Follow me.
Dumbledore;Now, look there.
Fudge;Where?
Dumbledore;Look beyond the rocks.
Fudge;What am I supposed to see?
Dumbledore;Professor Dippet had that ling planted when he was headmaster.
Fudge;Oh, yes. Indeed, indeed.
Dumbledore;And all the strawberries.
Hermione;Come on, Buckbeak. Come on.
Fudge;I see no strawberries.
Dumbledore;Over there.
Fudge;Where?
Dumbledore;Over there.
Harry;This way.
Fudge;Let's get this over, please.
Dumbledore;All right.
Fudge;But where is it?
Fudge;I saw the beast, just now.
Fudge;Not a moment ago!
Dumbledore;How extraordinary.
Hagrid;Buckbeak.
Fudge;Come now, Dumbledore.
Fudge;Someone's obviously released him.
Fudge;Hagrid?
Hermione;Buckbeak.
Dumbledore;I don't think the minister's suggesting you had anything to do with this.
Dumbledore;Afterall, How could you?
Dumbledore;You've been with us all the time.
Hagrid;Right.
Fudge;Well, well.
Fudge;We must search the grounds.
Dumbledore;Well, search the skies, if you must, minister.
Dumbledore;Meanwhile, I'd like a nice cup of tea or a large brandy.
Dumbledore;Oh, executioner, your services are no longer required.
Dumbledore;Thank you.
Hagrid;You'll find no small glasses in this house, professor.
Hermione;Come on.
Harry;This way.
Harry;This way, now.
Harry;Now what?
Hermione;We save Sirius.
Harry;How?
Hermione;No idea.
Hermione;Look. It's Lupin.
Lupin;Immobulus!
Hermione;And Snape's coming.
Harry;And now we wait.
Hermione;And now we wait.
Hermione;At least someone's enjoying himself.
Harry;Yeah.
Harry;Hermione?
Hermione;Yeah?
Harry;Before, down by the lake, when I was with Sirius I did see someone.
Harry;That someone made the dementors go away.
Hermione;With a Patronus.
Hermione;I heard Snape telling Dumbledore.
Hermione;According to him only a really powerful wizard could have conjured it.
Harry;It was my dad.
Harry;It was my dad conjured the Patronus.
Hermione;Harry, but your dad's...
Harry;Dead. I know.
Harry;I'm just telling you what I saw.
Hermione;Here we come.
Harry;You see Sirius talking to me there?
Harry;He's asking me to come live with him.
Hermione;That's great.
Harry;When we free him, I'll never have to go back to the Dursleys'.
Harry;It'll just be me and him.
Harry;We could live in the country someplace you can see the sky.
Harry;He'll like that after all those years in Azkaban.
Hermione;Harry!
Sirius;Run! Run!
Harry;Let's go.
Harry;What are you doing?
Hermione;Saving your life.
Harry;Thanks.
Harry;Great. Now he's coming for us.
Hermione;Yeah, I didn't think about that. Run!
Hermione;That was so scary.
Harry;Poor Professor Lupin's having a really tough night.
Harry;Sirius. Come on!
Hermione;This is horrible.
Harry;Don't worry.
Harry;My dad will come.
Harry;He'll conjure the Patronus.
Harry;Any minute now.
Harry;Right there. You'll see.
Hermione;Harry, listen to me.
Hermione;No one's coming.
Harry;Don't worry, he will.
Harry;He will come.
Harry;Sirius.
Hermione;You're dying both of you.
Hermione;Harry!
Harry;Expecto Patronum!
Harry;You were right, Hermione.
Harry;It wasn't my dad I saw earlier. It was me!
Harry;I saw myself conjuring the Patronus before.
Harry;I knew I could do it this time because well, I had already done it.
Harry;Does that make sense?
Hermione;No. But I don't like flying...!
Hermione;Bombarda!
Sirius;I'll be forever grateful for this to both of you.
Harry;I want to go with you.
Sirius;One day, perhaps.
Sirius;For some time, my life will be too unpredictable.
Sirius;And besides you're meant to be here.
Harry;But you're innocent.
Sirius;And you know it.
Sirius;And for now, that will do.
Sirius;I expect you're tired of hearing this but you look so like your father.
Sirius;Except your eyes. You have...
Harry;My mother's eyes.
Sirius;It's cruel that I spent so much time with James and Lily, and you so little.
Sirius;But know this: The ones that love us never really leave us.
Sirius;And you can always find them in here.
Sirius;You really are the brightest witch of your age.
Hermione;We have to go.
